"","ADAL","ADAR","ADEL","ADER","ADFL","ADFR","ADLL","ADLR","AFDL","AFDR","AIAL","AIAR","AIBL","AIBR","AIML","AIMR","AINL","AINR","AIYL","AIYR","AIZL","AIZR","ALA","ALML","ALMR","ALNL","ALNR","AQR","ASEL","ASER","ASGL","ASGR","ASHL","ASHR","ASIL","ASIR","ASJL","ASJR","ASKL","ASKR","AUAL","AUAR","AVFL","AVFR","AVHL","AVHR","AVJL","AVJR","AVKL","AVKR","AVL","AVM","AWAL","AWAR","AWBL","AWBR","AWCL","AWCR","BAGL","BAGR","BDUL","BDUR","CEPDL","CEPDR","CEPVL","CEPVR","DVA","DVC","FLPL","FLPR","HSNL","HSNR","IL1DL","IL1DR","IL1L","IL1R","IL1VL","IL1VR","IL2DL","IL2DR","IL2L","IL2R","IL2VL","IL2VR","OLLL","OLLR","OLQDL","OLQDR","OLQVL","OLQVR","PLNL","PLNR","PVCL","PVCR","PVNL","PVNR","PVPL","PVPR","PVQL","PVQR","PVR","PVT","RIAL","RIAR","RIBL","RIBR","RICL","RICR","RIFL","RIFR","RIGL","RIGR","RIH","RIML","RIMR","RIR","RIS","RIVL","RIVR","RMDDL","RMDDR","RMDL","RMDR","RMDVL","RMDVR","RMED","RMEL","RMEV","RMFL","RMFR","RMGL","RMGR","RMHL","RMHR","SAADL","SAADR","SAAVL","SAAVR","SDQL","SDQR","SMBDL","SMBDR","SMBVL","SMBVR","SMDDL","SMDDR","SMDVL","SMDVR","URADL","URADR","URAVL","URAVR","URBL","URBR","URXL","URXR","URYDL","URYDR","URYVL","URYVR","AVAL","AVAR","AVBL","AVBR","AVDR","RIPL","RIPR","AVER","SIADL","SIBVR","AVDL","AVEL","SIBVL","SIBDL","RID","SIBDR","SIADR","RMER","SIAVL","SIAVR"
"AIZL",0,0,0,0,0,0,0,0,0,0,0.015088601502873,0,0.0195249227951419,0.028093432151984,0,0,0,0,0,0,0,0.0240625563473366,0,0,0,0,0,0,0.0117508481243111,0,0.0156444254997987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309154185528334,0,0.048430938773358,0,0,0,0,0,0,1.00917692824903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278043678771317,0.0344867484967052,0,0,0,0,0,0,0,0,0,0.0102512397497205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165925675308442,0.0197699265773801,0.0134242105651273,0.0172191320170871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316396003229142,0,0,0.00674947199902519,0.0259733656322323,0,0,0.0388731842723072,0,0,0,0,0
"AIZR",0,0,0,0,0,0,0,0,0,0,0,0.0144303092211758,0.0272433140163555,0.016939307502725,0,0,0,0,0,0.0165621024598517,0,0,0,0,0,0,0,0,0,0.0111079783756429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163340171665416,0,0.0173325426176816,0,0.0159721517047055,0.0485968917513315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252272116999928,0,0,0,0,0,0,0,0,0.0320913528376902,0,0.0105361885861005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150190478799007,0,0.0135022271455721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356924215848932,0,0,0,0,0,0,0.0227282615405633,0,0,0,0.0319189778053845,0,0,0,0,0,0,0,0
"ALA",0,0,0,0,0,0,0.0150171215565351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182046023863988,0,0,0,0,0,0.0178175037160618,0,0,0,0.0194195769054709,0,0,0,0,0,0,0,0
"ALML",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821623971692267,0,0,0,0,0,0,0,0,0.21753228735746,0,0.414482954392616,0,0.429520270127488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632900914856174,0,0,0.664990692261577,0,0,0,0,0,0,0,0,0,0,0,0,0.344598268460786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391178581805396,0,0,0,0,0,0,0,0,0,0.416360934669837,0,0,0,0,0
"ALMR",0,0,0,0.333568450814681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184382747884877,0,0.379080033144079,0,0.393427222604547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666067181785706,0,0.700096737047817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300837115438555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358227831725365,0,0,0,0,0,0.357043695387028,0,0,0,0,0,0,0,0,0
"ALNL",0,0,1.0012649040376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03508657301123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05702467016688,0,0,0,0,1.04116224587016,0,0,0,0,1.05394722424019,1.05433066497149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALNR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05649594889042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992339889907663,0,0,0,0,0,1.05984198697222,0,0,1.04502418873639,0,0,0,1.05747789705495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05875429224964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AQR",0,0,0,0,0,0,0,0,0,0,0,0,0.0526811508222165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389766057288295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766745386713787,0.0701767727471357,0,0,0,0,0,0,0,0,0.0323204125527216,0,0,0,0,0,0,0,0.0871243526383769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991986539353531,0.98991673950566,0,0,0.92627707105114,0.933760988962488,0,0,0,0,0.0605765297217082,0.0549848898668705,0,0,0,0,0,0,0,0,0,0,0,0.051538835668176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621053787456499,0.0540085584978494,0.0445298196700116,0.0378130734099085,0.0341953785940074,0,0,0,0,0,0.0446530215680445,0,0,0,0,0,0,0,0,0
"ASEL",0,0,0,0,0,0,0.0120884605034616,0,0.0115327373871352,0.0281167099518351,0.0200309164656319,0,0.0100656312092499,0.0235206805612104,0,0,0.0102211102205497,0,0.0208053581777928,0.0173264612704456,0,0,0,0,0,0,0,0,0,0,0.00549435367132705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00864257948057899,0.0274340161939744,0.0325040524757106,0.0397007702764931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272409739423561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASER",0,0,0,0,0,0,0,0,0.027896738482639,0.011390353066027,0,0.021887749052695,0.0250800291722568,0.00984280299016114,0,0,0,0,0.0305977168074372,0.0167387415871646,0.0290629297683277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084976192667785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653740167827593,0,0,0,0.00845832866635749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASGL",0,0,0,0,0,0,0,0,0,0,0.0233437341867416,0,0.0110285951833744,0,0.0360486882454653,0,0,0,0,0,0.0156444254997987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139271199154967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031824685203176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASGR",0,0,0,0,0,0,0,0,0,0,0,0.0234395472272557,0,0.0100936967297356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASHL",0.0520597407582145,0,0,0,0,0,0.0130274146334278,0,0,0,0.020692656466501,0.0225713730561662,0.00595605708633027,0,0,0,0,0,0,0,0.0152949797344791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276604622569043,0,0.0279490556149152,0,0,0,0,0.00508745039902111,0,0.00607853465843126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58155813430723,0.565898191063745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01827464293104,0,0,0,0.0137907879409137,0,0,0,0,0,0.0616176976181813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574015727885025,0,0,0,0,0,0,0,0,0,0,0,0.0137793354395722,0,0,0,0,0,0,0,0,0,0,0,0.0190426651007842,0,0,0,0,0,0.0123467861614116,0,0.00795281853535273,0,0.0290719724213675,0,0,0,0,0,0.0101406022534414,0.0111003857970681,0,0,0,0,0,0,0,0
"ASHR",0,0.048629656175688,0,0,0,0.00691465890789271,0,0.0122942308307088,0,0,0.0235871849227101,0.0226380327881118,0,0.00605748923079934,0,0.0243004857526038,0,0,0,0.0152873512359892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281482395236585,0,0.0291835088411461,0,0,0,0,0,0,0.00512673850086485,0,0.00619819262340846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581812014299803,0.56751036192495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03464411823394,0,0,0,0,0,0,0,0,0,0,0.0124213392651769,0,0,0,0,0,0,0,0,0,0,0.013452619313957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560187571334928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292099540169422,0.0100512915253775,0,0.00722822400494236,0.0111334723006235,0,0,0.0102218784393146,0,0,0.0298656945628048,0,0,0,0,0,0,0,0,0
"ASIL",0,0,0,0,0,0,0,0,0,0,0.0230590279652705,0.0241885208037175,0.0157179368452693,0.0234434082719695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244589389414305,0.00555702992979388,0,0.0116671346967132,0,0,0,0,0,0.0128124158076502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156127919933664,0.0269968546923757,0,0,0,0,0,0,0.036943484313247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASIR",0,0,0,0,0,0,0,0,0,0.0161676961267484,0,0.0232750516497144,0,0.0148545577233471,0,0,0,0,0,0.019182186581077,0,0,0,0,0,0,0,0,0,0,0,0.00552548149061465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100650255759114,0,0.0100020357498174,0.0274646968354946,0.0156194148768048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASJL",0,0,0,0,0,0,0,0,0,0,0.0105247483083029,0,0,0,0,0,0,0,0,0,0,0,0.0308719449146389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219410395737788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01019791950811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASJR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014398519821387,0,0,0,0,0.0304093263474588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223711627383475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01100362113943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASKL",0.06007804029903,0,0,0,0,0,0.00638011991095192,0,0,0,0.0300302454696719,0,0.0138283166512143,0,0.044515041866135,0,0.0221993474531066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967758908348304,0,0,0,0.0128124158076502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00877385046334419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02361188852079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200732810888473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220984196444282,0,0,0,0
"ASKR",0,0,0,0,0,0,0,0.00628851622627507,0,0,0.0305440506047209,0.0304243402634922,0,0.0125170761331021,0,0.033135148309848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137850328991718,0,0,0,0,0,0,0,0,0.0155183434803783,0,0,0,0.0651122460190142,0.0663007212058955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586960931705704,0.572415056051237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02474832961924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AUAL",0,0,0,0,0.0147658681726008,0,0,0,0,0,0,0,0,0,0,0,0,0.030445483052191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02072867715491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195225890096735,0,0.00492234089064848,0,0,0,0,0,0,0,0,0,0,0.013998039608839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245404365123922,0,0,0,0,0,0.0175496438487722,0,0,0,0,0,0,0,0,0,0,0.0155010831400785,0,0,0,0,0,0,0,0
"AUAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311600797545915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018606281680356,0,0.00526401822666155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02333629725409,0,0,0,0,0,0.0155215256529038,0,0,0,0,0,0.0144017557252145,0,0,0,0,0,0,0,0,0,0,0,0
"AVFL",0,0,0,0,0,0,0,0,0,0,0.0401786444510249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047661309157691,0,0.0547785154515721,0.0477978888050377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133817137514513,0,0,0,0,0,0,0,0,0.529645925964342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00644317416758,0,0,0,0.966802620372019,0.967602811832627,0,0,0,0,0,0,0,0,0.00691353815102112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672013231041854,0,0.0480603311523001,0.0524155414281216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AVFR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366796315135356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474801223293101,0.0475143527082212,0,0.0663007212058955,0,0,0.0047661309157691,0,0,0,0,0,0,0.02933760008105,0,0,0,0,0,0,0,0,0,0,0,0.13269237341645,0,0,0,0,0.971155150658427,0,0,0,0.527846645431198,0.512684996713839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01301289874716,0,0,0.965173550409337,0.965896977951389,0,0,0,0,0,0,0,0,0,0.015956152871326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411519218775837,0,0,0,0,0,0.0971322462346761,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529583447781426,0,0,0,0,0,0,0,0,0,0,0.0768988780929418,0,0,0,0,0
"AVHL",0,0,0,0,0,0.0269294591102152,0,0.0212926409125606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281482395236585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271946316867525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.969748321143857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200350063755605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215300887658557,0,0.0253030953362183,0,0,0.0166369495823679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304463755604115,0.00679726248895466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
