pre	post	type	synapses
ADAL	AIAL	chemical	1
ADAL	AIBL	chemical	1
ADAL	ASHL	electrical	2
ADAL	AVAL	chemical	3
ADAL	AVAR	chemical	1
ADAL	AVBL	chemical	9
ADAL	AVBR	chemical	2
ADAL	AVHR	chemical	1
ADAL	AVJR	chemical	3
ADAL	PVPL	chemical	1
ADAL	RICL	chemical	1
ADAL	RIML	chemical	4
ADAL	RIPL	chemical	1
ADAL	SDQR	chemical	1
ADAR	ADFR	electrical	1
ADAR	ASHL	electrical	1
ADAR	ASHR	chemical	1
ADAR	ASHR	electrical	3
ADAR	AVAL	chemical	3
ADAR	AVAR	chemical	2
ADAR	AVBL	chemical	4
ADAR	AVBR	chemical	10
ADAR	AVDL	chemical	2
ADAR	AVDL	electrical	2
ADAR	AVDR	electrical	1
ADAR	AVJL	chemical	5
ADAR	OLQVR	chemical	1
ADAR	RIMR	chemical	4
ADAR	RIPR	chemical	4
ADEL	ADAL	chemical	2
ADEL	ADER	chemical	1
ADEL	AINL	chemical	1
ADEL	AVAR	chemical	2
ADEL	AVDL	chemical	2
ADEL	AVDR	chemical	1
ADEL	AVKL	electrical	1
ADEL	CEPshDL	chemical	2
ADEL	CEPVL	chemical	1
ADEL	IL1L	chemical	1
ADEL	IL2L	chemical	2
ADEL	OLLL	chemical	3
ADEL	RIGL	chemical	1
ADEL	RIGR	chemical	4
ADEL	RIVL	chemical	1
ADEL	RMDR	chemical	1
ADEL	RMHR	chemical	1
ADEL	SAADR	chemical	1
ADEL	SDQL	chemical	1
ADER	ADAR	chemical	1
ADER	ADEL	chemical	3
ADER	ALMR	chemical	1
ADER	AVAL	chemical	1
ADER	AVAR	chemical	2
ADER	AVDR	chemical	1
ADER	BWM-DR04	chemical	1
ADER	BWM-VR04	chemical	1
ADER	CEPDR	chemical	1
ADER	GLRR	chemical	2
ADER	IL1R	chemical	1
ADER	IL2R	chemical	1
ADER	PVR	chemical	1
ADER	RIGL	chemical	3
ADER	RIGR	chemical	2
ADER	SDQR	chemical	1
ADER	SIBDL	chemical	1
ADFL	ADFR	electrical	2
ADFL	AIAL	electrical	1
ADFL	AIYL	chemical	1
ADFL	AIZL	chemical	6
ADFL	AUAL	chemical	3
ADFL	OLQVL	chemical	1
ADFL	RIAL	chemical	11
ADFL	RIGL	chemical	2
ADFL	SIBVL	chemical	1
ADFL	SMBDL	chemical	4
ADFL	SMBVL	chemical	5
ADFL	URXL	chemical	1
ADFR	AIAR	electrical	1
ADFR	AIYR	electrical	1
ADFR	AIZR	chemical	5
ADFR	AUAR	chemical	4
ADFR	RIAR	chemical	8
ADFR	RIGR	chemical	3
ADFR	RIH	electrical	1
ADFR	SMBVR	chemical	1
ADLL	ADLR	electrical	1
ADLL	AIAL	chemical	6
ADLL	AIAR	chemical	1
ADLL	AIBL	chemical	5
ADLL	ASEL	chemical	2
ADLL	ASHL	chemical	2
ADLL	ASKL	chemical	2
ADLL	AVAL	chemical	2
ADLL	AVAR	chemical	1
ADLL	AVBL	chemical	1
ADLL	AVDL	chemical	1
ADLL	AVDR	chemical	5
ADLL	AVEL	chemical	1
ADLL	AVJL	chemical	1
ADLL	AVJR	chemical	2
ADLL	AWCL	chemical	3
ADLL	AWCR	chemical	3
ADLL	CEPshVL	chemical	1
ADLL	PVCL	chemical	2
ADLL	PVPL	chemical	1
ADLL	RMGL	electrical	1
ADLL	SMBVL	chemical	1
ADLL	SMBVL	electrical	1
ADLR	ADAR	chemical	1
ADLR	AIAR	chemical	4
ADLR	AIBR	chemical	6
ADLR	ASER	chemical	1
ADLR	ASHR	chemical	1
ADLR	ASKR	chemical	3
ADLR	AVAR	chemical	1
ADLR	AVDL	chemical	1
ADLR	AVDR	chemical	2
ADLR	AVJR	chemical	2
ADLR	AWCR	chemical	2
ADLR	RMGR	electrical	1
AFDL	AIYL	chemical	6
AFDL	AIYL	electrical	1
AFDL	AIZL	electrical	4
AFDR	AIYR	chemical	9
AFDR	AIZR	electrical	2
AFDR	ASEL	chemical	1
AFDR	AWAR	chemical	1
AIAL	ADAL	chemical	2
AIAL	ADLL	chemical	1
AIAL	AIBL	chemical	9
AIAL	AINR	chemical	1
AIAL	AIZL	chemical	1
AIAL	ASGL	chemical	1
AIAL	ASIL	electrical	4
AIAL	ASJL	electrical	2
AIAL	ASKL	chemical	2
AIAL	AWAL	electrical	2
AIAL	AWBL	electrical	1
AIAL	AWCL	chemical	1
AIAL	AWCR	chemical	2
AIAL	RIFL	chemical	1
AIAR	ADAR	chemical	3
AIAR	AIAR	electrical	1
AIAR	AIBR	chemical	12
AIAR	AINL	electrical	1
AIAR	AINR	electrical	1
AIAR	AIZR	chemical	2
AIAR	ASGR	chemical	1
AIAR	ASIR	electrical	1
AIAR	ASKR	chemical	2
AIAR	AWAR	electrical	2
AIAR	AWBR	electrical	2
AIAR	AWCR	chemical	5
AIAR	RIFR	chemical	1
AIBL	ASHL	electrical	1
AIBL	AVBL	chemical	8
AIBL	DVC	electrical	1
AIBL	RIBR	chemical	3
AIBL	RIGR	electrical	2
AIBL	RIML	chemical	1
AIBL	RIMR	chemical	17
AIBL	RIMR	electrical	1
AIBL	SAAVL	chemical	1
AIBL	SIADR	chemical	1
AIBL	SMDDR	chemical	5
AIBL	SMDVR	chemical	4
AIBR	AVBR	chemical	5
AIBR	AWCR	electrical	1
AIBR	BAGR	chemical	1
AIBR	DVA	chemical	1
AIBR	RIBL	chemical	5
AIBR	RIBR	chemical	1
AIBR	RIML	chemical	13
AIBR	RIMR	electrical	1
AIBR	RMFR	chemical	1
AIBR	SAADR	chemical	1
AIBR	SIADL	chemical	1
AIBR	SMDDL	chemical	4
AIBR	SMDVL	chemical	4
AIML	AIAL	chemical	4
AIML	AIMR	electrical	1
AIML	ASGL	chemical	3
AIML	ASJL	chemical	2
AIML	ASKL	chemical	2
AIML	AVFL	chemical	2
AIML	AVFR	chemical	2
AIML	CEPshVL	chemical	1
AIMR	AIAR	chemical	8
AIMR	ASGR	chemical	5
AIMR	ASJR	chemical	2
AIMR	ASKR	chemical	2
AIMR	AVBR	chemical	1
AIMR	AVFR	chemical	2
AIMR	AVHR	chemical	1
AIMR	AWBR	chemical	1
AIMR	CEPshDL	chemical	2
AIMR	CEPshVR	chemical	1
AIMR	RMGR	chemical	1
AIMR	SIBDL	chemical	1
AIMR	SIBDL	electrical	1
AIMR	SMBDL	chemical	1
AIMR	URXR	chemical	1
AINL	AFDR	chemical	4
AINL	AINR	chemical	2
AINL	AUAR	chemical	3
AINL	BAGL	chemical	4
AINL	CEPshVR	chemical	4
AINL	RIBL	chemical	2
AINL	RIBR	chemical	1
AINR	AFDL	chemical	3
AINR	AFDR	chemical	2
AINR	ASER	chemical	1
AINR	AUAL	chemical	3
AINR	BAGL	chemical	2
AINR	BAGR	chemical	6
AINR	CEPshVL	chemical	5
AINR	CEPVL	chemical	1
AINR	RIBL	chemical	2
AINR	RIBR	chemical	2
AIYL	AIZL	chemical	11
AIYL	ASGL	electrical	1
AIYL	AWAL	chemical	2
AIYL	AWAL	electrical	1
AIYL	AWBL	chemical	1
AIYL	RIAL	chemical	4
AIYL	RIBL	chemical	4
AIYL	RIR	chemical	1
AIYL	URXL	electrical	1
AIYR	AFDR	chemical	1
AIYR	AIYL	chemical	1
AIYR	AIZL	chemical	1
AIYR	AIZR	chemical	9
AIYR	ASGR	electrical	1
AIYR	AWAR	chemical	1
AIYR	RIAR	chemical	3
AIYR	RIBR	chemical	3
AIYR	RIR	chemical	1
AIZL	ADFL	chemical	2
AIZL	AIAL	chemical	3
AIZL	AIBL	chemical	6
AIZL	AIBR	chemical	11
AIZL	AIYL	chemical	1
AIZL	AIZR	electrical	3
AIZL	ASEL	chemical	1
AIZL	ASEL	electrical	1
AIZL	ASER	electrical	2
AIZL	ASHL	electrical	1
AIZL	AVEL	chemical	1
AIZL	AVER	chemical	4
AIZL	AVHR	chemical	1
AIZL	AVKL	chemical	1
AIZL	AWCR	electrical	2
AIZL	BAGR	chemical	1
AIZL	BAGR	electrical	1
AIZL	RIAL	chemical	8
AIZL	RIAR	chemical	1
AIZL	RIML	chemical	8
AIZL	RIMR	chemical	1
AIZL	SMBDL	chemical	11
AIZL	SMBVL	chemical	11
AIZL	SMBVR	chemical	1
AIZR	AIAR	chemical	6
AIZR	AIBL	chemical	14
AIZR	AIBR	chemical	3
AIZR	ASER	chemical	3
AIZR	ASER	electrical	1
AIZR	ASHR	electrical	2
AIZR	AUAR	electrical	1
AIZR	AVEL	chemical	5
AIZR	AVER	chemical	1
AIZR	AWAR	chemical	1
AIZR	AWBR	chemical	1
AIZR	AWCL	electrical	2
AIZR	RIAR	chemical	8
AIZR	RIMR	chemical	8
AIZR	SMBDR	chemical	8
AIZR	SMBVR	chemical	9
ALA	AVEL	chemical	2
ALA	AVER	chemical	1
ALA	CANR	chemical	1
ALA	CEPshDL	chemical	1
ALML	AVBL	chemical	1
ALML	AVDL	electrical	1
ALML	AVDR	electrical	2
ALML	AVM	electrical	1
ALML	BDUL	chemical	4
ALML	CEPDL	chemical	3
ALML	CEPshDL	chemical	1
ALML	CEPVL	chemical	3
ALML	PVCL	chemical	4
ALML	PVR	electrical	1
ALML	RIFL	chemical	1
ALML	SDQL	chemical	2
ALMR	AVDL	chemical	3
ALMR	AVDL	electrical	1
ALMR	AVM	electrical	2
ALMR	BDUR	chemical	7
ALMR	CEPDR	chemical	2
ALMR	CEPVR	chemical	3
ALMR	PVCL	chemical	1
ALMR	PVCR	chemical	4
ALMR	PVR	electrical	1
ALMR	RIFR	chemical	1
ALMR	SDQR	chemical	2
ALNL	AVAR	chemical	1
ALNL	SAAVL	chemical	5
ALNL	SMBDR	chemical	3
ALNR	AVAL	chemical	1
ALNR	RIVL	chemical	1
ALNR	SAAVR	chemical	3
ALNR	SMBDL	chemical	2
AQR	ADEL	chemical	2
AQR	ADER	chemical	1
AQR	AVAL	chemical	6
AQR	AVAR	chemical	5
AQR	AVBL	chemical	2
AQR	AVBR	chemical	4
AQR	AVDL	chemical	1
AQR	BAGL	chemical	2
AQR	BAGR	chemical	3
AQR	DVA	chemical	1
AQR	PVCL	chemical	1
AQR	PVCR	chemical	3
AQR	PVPL	electrical	1
AQR	PVPR	chemical	1
AQR	PVPR	electrical	3
AQR	RIAL	chemical	3
AQR	RIAR	chemical	2
AQR	RIGR	electrical	1
AQR	RIR	chemical	1
ASEL	AFDL	chemical	1
ASEL	AFDR	chemical	3
ASEL	AIAL	chemical	1
ASEL	AIAR	chemical	1
ASEL	AIBL	chemical	8
ASEL	AIBR	chemical	2
ASEL	AIYL	chemical	8
ASEL	AIYR	chemical	8
ASEL	AWCL	chemical	1
ASER	AFDL	chemical	1
ASER	AIAR	chemical	4
ASER	AIBL	chemical	4
ASER	AIBR	chemical	8
ASER	AIYL	chemical	6
ASER	AIYR	chemical	10
ASER	AIZR	chemical	1
ASER	ASEL	chemical	1
ASER	AWCR	chemical	4
ASGL	AIAL	chemical	5
ASGL	AIBL	chemical	3
ASGR	AIAR	chemical	8
ASGR	AIBR	chemical	3
ASHL	ADAL	chemical	3
ASHL	ADFL	chemical	3
ASHL	AIAL	chemical	9
ASHL	AIBL	chemical	7
ASHL	AVAL	chemical	7
ASHL	AVAR	chemical	1
ASHL	AVBL	chemical	9
ASHL	AVDL	chemical	3
ASHL	AVDR	chemical	6
ASHL	AWBL	chemical	1
ASHL	RIAL	chemical	3
ASHL	RICL	electrical	1
ASHL	RIML	chemical	2
ASHR	ADAR	chemical	2
ASHR	ADFR	chemical	1
ASHR	AIAR	chemical	11
ASHR	AIBR	chemical	8
ASHR	AVAL	chemical	1
ASHR	AVAR	chemical	3
ASHR	AVBR	chemical	4
ASHR	AVDL	chemical	4
ASHR	AVDR	chemical	2
ASHR	AVER	chemical	1
ASHR	AVHL	electrical	1
ASHR	AVJR	chemical	1
ASHR	RIAR	chemical	1
ASHR	RIMR	chemical	1
ASHR	RMGR	chemical	1
ASHR	RMGR	electrical	1
ASIL	AFDL	chemical	1
ASIL	AIAL	chemical	3
ASIL	AIBL	chemical	1
ASIL	ASGL	chemical	1
ASIL	ASIR	electrical	1
ASIL	ASKL	chemical	1
ASIL	AWCL	chemical	3
ASIL	AWCR	chemical	5
ASIL	BAGR	chemical	1
ASIL	CEPshVL	chemical	3
ASIR	AIAR	chemical	2
ASIR	AIBR	chemical	3
ASIR	AIYR	chemical	1
ASIR	ASGR	chemical	2
ASIR	ASKR	chemical	1
ASIR	AVAR	chemical	1
ASIR	AWCL	chemical	3
ASIR	AWCR	chemical	4
ASIR	BAGL	chemical	1
ASIR	CEPshDR	chemical	1
ASIR	CEPshVR	chemical	4
ASIR	CEPVR	chemical	1
ASIR	IL1R	chemical	1
ASIR	RIAR	chemical	2
ASJL	ASKL	chemical	4
ASJL	CEPshVL	chemical	1
ASJL	PVQL	chemical	10
ASJR	ASKR	chemical	1
ASJR	CEPshVR	chemical	1
ASJR	PVQR	chemical	6
ASKL	ADLL	chemical	1
ASKL	AIAL	chemical	12
ASKL	AIBL	chemical	3
ASKL	AIML	chemical	3
ASKL	AWCL	electrical	1
ASKR	AIAR	chemical	18
ASKR	AIBR	chemical	3
ASKR	AIMR	chemical	7
ASKR	ASJR	chemical	1
AUAL	AUAR	electrical	1
AUAL	AVAL	chemical	3
AUAL	AVDR	chemical	1
AUAL	AVEL	chemical	2
AUAL	DVA	chemical	1
AUAL	RIAL	chemical	5
AUAL	RIBL	chemical	5
AUAL	URXL	electrical	1
AUAR	AVAR	chemical	4
AUAR	AVDL	chemical	1
AUAR	AVER	chemical	4
AUAR	RIAR	chemical	9
AUAR	RIBR	chemical	11
AUAR	URXR	electrical	1
AVAL	AVAR	electrical	2
AVAL	RIML	electrical	1
AVAL	RIMR	electrical	2
AVAL	URYDL	electrical	1
AVAR	RIML	electrical	2
AVAR	URYVL	electrical	1
AVBL	AVBR	electrical	2
AVBL	RIBR	electrical	1
AVBR	RIBL	electrical	1
AVDL	AVDR	electrical	1
AVDL	AVM	electrical	1
AVDL	FLPL	electrical	1
AVDR	AVM	electrical	2
AVDR	BDUL	electrical	2
AVDR	FLPL	electrical	1
AVEL	BAGL	electrical	1
AVEL	CEPDR	electrical	1
AVEL	OLQDR	electrical	1
AVEL	RIML	electrical	2
AVEL	RIVL	electrical	1
AVEL	RMDDL	electrical	1
AVEL	RMER	electrical	1
AVEL	URYVR	electrical	1
AVER	BAGL	electrical	1
AVER	RIML	electrical	1
AVER	RIMR	electrical	1
AVER	RIVR	electrical	1
AVER	RMDDL	electrical	1
AVER	URYVL	electrical	1
AVFL	AVBR	chemical	1
AVFR	AVBL	chemical	1
AVFR	AVBR	chemical	1
AVFR	AVFL	chemical	2
AVHL	ADFR	chemical	1
AVHL	AWBR	chemical	1
AVHL	PVPR	chemical	1
AVHL	RIMR	chemical	1
AVHL	RIR	chemical	2
AVHL	URXR	chemical	2
AVHR	ADFL	chemical	4
AVHR	ADLL	chemical	1
AVHR	AIAL	chemical	1
AVHR	AIZL	chemical	1
AVHR	AQR	chemical	1
AVHR	ASHL	chemical	1
AVHR	AVAL	chemical	1
AVHR	DVA	chemical	2
AVHR	PVPL	chemical	1
AVHR	RIR	chemical	4
AVHR	SMBVL	chemical	2
AVHR	URXL	chemical	3
AVJL	AVBL	chemical	1
AVJL	AVBR	chemical	1
AVJL	FLPL	chemical	1
AVJL	PVCR	chemical	3
AVJL	RIS	chemical	1
AVJR	AVBL	chemical	2
AVJR	AVBR	chemical	2
AVJR	AVDR	chemical	1
AVJR	AVM	chemical	1
AVJR	FLPL	chemical	1
AVJR	PVCL	chemical	1
AVJR	PVCL	electrical	1
AVJR	RIS	chemical	3
AVJR	RIS	electrical	1
AVKL	ALNR	chemical	1
AVKL	AVEL	chemical	1
AVKL	AVER	chemical	2
AVKL	AVKR	electrical	2
AVKL	RICL	electrical	1
AVKL	RICR	electrical	1
AVKL	RIGR	chemical	1
AVKL	RIML	chemical	2
AVKL	RIMR	chemical	2
AVKL	RMDL	chemical	2
AVKL	RMGR	electrical	1
AVKL	SAADR	chemical	1
AVKL	SAAVR	chemical	1
AVKL	SMBVL	electrical	1
AVKL	SMDDR	chemical	1
AVKR	AVER	chemical	1
AVKR	PVPL	chemical	1
AVKR	PVPL	electrical	1
AVKR	PVPR	electrical	1
AVKR	RICL	electrical	1
AVKR	RICR	chemical	1
AVKR	RICR	electrical	1
AVKR	RIML	chemical	2
AVKR	RIMR	chemical	3
AVKR	RIVR	chemical	1
AVKR	RMDR	chemical	1
AVKR	SAADL	chemical	1
AVKR	SAAVL	chemical	1
AVKR	SMBVR	electrical	1
AVKR	SMDVL	chemical	1
AVKR	SMDVR	chemical	1
AVM	ADAL	chemical	1
AVM	ADEL	chemical	1
AVM	ADER	chemical	1
AVM	AVBL	chemical	5
AVM	AVBR	chemical	5
AVM	AVDL	chemical	1
AVM	AVER	chemical	1
AVM	AVJL	chemical	2
AVM	AVJR	chemical	2
AVM	BDUL	chemical	2
AVM	PVCL	chemical	1
AVM	PVCR	chemical	5
AVM	RIS	chemical	1
AWAL	ADFL	chemical	3
AWAL	ADLL	chemical	1
AWAL	AFDL	chemical	2
AWAL	AIYL	chemical	1
AWAL	AIZL	chemical	6
AWAL	ASEL	chemical	2
AWAL	ASHL	chemical	1
AWAL	AWBL	chemical	6
AWAL	AWBR	chemical	1
AWAR	ADFR	chemical	1
AWAR	AFDR	chemical	2
AWAR	AIYR	chemical	2
AWAR	AIZR	chemical	6
AWAR	ASER	chemical	2
AWAR	ASHR	chemical	2
AWAR	AVBR	chemical	1
AWAR	AWBR	chemical	2
AWAR	RIFR	chemical	1
AWBL	ADFL	chemical	6
AWBL	AIZL	chemical	6
AWBL	ASHL	chemical	1
AWBL	AWBR	electrical	2
AWBL	RIAL	chemical	2
AWBL	RIFL	chemical	1
AWBL	RMGL	electrical	1
AWBL	SMBDL	chemical	1
AWBL	SMBVL	chemical	1
AWBR	ADFL	chemical	1
AWBR	ADFR	chemical	10
AWBR	AIYR	chemical	1
AWBR	AIZR	chemical	9
AWBR	AUAR	chemical	1
AWBR	RIAR	chemical	1
AWBR	RIGR	chemical	3
AWBR	SMBVR	chemical	1
AWCL	AIAL	chemical	1
AWCL	AIAR	chemical	3
AWCL	AIBL	chemical	7
AWCL	AIBR	chemical	4
AWCL	AIYL	chemical	5
AWCL	AIYR	chemical	5
AWCL	AIZL	chemical	1
AWCL	ASER	chemical	1
AWCL	AWCR	chemical	9
AWCR	AIAL	chemical	4
AWCR	AIAR	chemical	5
AWCR	AIBL	chemical	5
AWCR	AIBR	chemical	6
AWCR	AIYL	chemical	3
AWCR	AIYR	chemical	4
